Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount_numeric,Date_converted,Amount_numeric_IQR_capped,Boxes Shipped_IQR_capped,Amount_numeric_IQR_capped_MinMax,Boxes Shipped_IQR_capped_MinMax,Amount_numeric_IQR_capped_Zscore,Boxes Shipped_IQR_capped_Zscore,PC1,PC2
Roddy Speechley,USA,Manuka Honey Choco,22-07-2022,"$9,583.00",315,9583.0,2022-07-22,9583.0,315.0,0.544206784939009,0.6645502645502647,0.8356867901322707,1.283617030612144,-0.3167345105418255,1.4985741030429376
Andria Kimpton,UK,50% Dark Bites,24-08-2022,"$2,653.00",314,2653.0,2022-08-24,2653.0,314.0,0.15037292741735775,0.6624338624338625,-0.7794376604787856,1.275177187965663,-1.452832092061637,0.3505407815881994
Kelci Walkden,New Zealand,After Nines,07-07-2022,$147.00,72,147.0,2022-07-07,147.0,72.0,0.007956239545891945,0.15026455026455027,-1.3634927648411677,-0.7672647324827135,-0.4215968848141896,-1.5066730754217894
Camilla Castle,Australia,85% Dark Bars,19-05-2022,"$3,654.00",14,3654.0,2022-05-19,3654.0,14.0,0.20726004017048513,0.027513227513227514,-0.5461419065016331,-1.2567756059786055,0.502493907839838,-1.2748551989947634
Karlen McCaffrey,India,Manuka Honey Choco,04-07-2022,"$2,443.00",581,2443.0,2022-07-04,2443.0,473.5,0.13843856809851982,1.0,-0.8283808256488177,2.621332090079366,-2.439315395858204,1.267807997415858
Kelci Walkden,USA,After Nines,02-06-2022,$938.00,16,938.0,2022-06-02,938.0,16.0,0.05290899298018143,0.03174603174603175,-1.179140176034047,-1.2398959206856437,0.042960799039166,-1.7105168279255307
Karlen McCaffrey,USA,Raspberry Choco,15-04-2022,"$14,749.00",354,14749.0,2022-04-15,14749.0,354.0,0.8377920241824217,0.7470899470899471,2.039688653315058,1.612770893824899,0.30187644274448305,2.582678913792207
Mallorie Waber,Canada,Choco Coated Almonds,11-07-2022,"$4,781.00",241,4781.0,2022-07-11,4781.0,241.0,0.2713077685149153,0.507936507936508,-0.2834802534224613,0.6590686747725578,-0.666482738726808,0.26558111967180953
Andria Kimpton,India,Spicy Special Slims,23-02-2022,"$6,307.00",142,6307.0,2022-02-23,6307.0,142.0,0.3580307795651375,0.2984126984126984,0.07217341347977131,-0.17647574722905088,0.1758215076735509,-0.07375288748769997
Madelene Upcott,Canada,Almond Choco,22-08-2022,"$7,602.00",102,7602.0,2022-08-22,7602.0,102.0,0.43162599536463797,0.21375661375661376,0.3739895986949687,-0.5140694530882867,0.627952577610034,-0.09905141494914549
Kaine Padly,USA,Peanut Butter Cubes,16-02-2022,"$6,790.00",188,6790.0,2022-02-16,6790.0,188.0,0.3854798059984647,0.39576719576719577,0.18474269337084492,0.2117570145090703,-0.019102009665987844,0.2803676321803732
Van Tuxwell,USA,50% Dark Bites,13-01-2022,"$9,737.00",160,9737.0,2022-01-13,9737.0,160.0,0.5529586484394902,0.33650793650793653,0.8715784445902941,-0.02455857959239476,0.6336645666719178,0.5989334903397223
Curtice Advani,Australia,Milk Bars,14-02-2022,"$6,979.00",18,6979.0,2022-02-14,6979.0,18.0,0.3962207293854188,0.035978835978835985,0.22879154202387372,-1.223016235392682,1.0265831243906094,-0.70302302270421
Roddy Speechley,India,Eclairs,10-06-2022,"$4,382.00",303,4382.0,2022-06-10,4382.0,303.0,0.24863248580912325,0.6391534391534393,-0.3764722672455221,1.1823389188543734,-1.1022459602806762,0.5698337740847259
Curtice Advani,India,Fruit & Nut Bars,07-07-2022,"$5,243.00",176,5243.0,2022-07-07,5243.0,176.0,0.2975633590163587,0.3703703703703704,-0.17580529004839085,0.11047890275129957,-0.20243349407517872,-0.0461927314481903
Curtice Advani,Canada,Almond Choco,24-03-2022,"$4,865.00",70,4865.0,2022-03-24,4865.0,70.0,0.2760815122424505,0.14603174603174604,-0.2639029873544485,-0.7841444177756753,0.3678662433050317,-0.741081427172479
Brien Boise,Australia,Fruit & Nut Bars,06-06-2022,"$8,575.00",23,8575.0,2022-06-06,8575.0,23.0,0.48692186020858697,0.04656084656084657,0.6007595973161169,-1.1808170221602774,1.2597649088351597,-0.410162538584924
Dotty Strutley,Australia,Drinking Coco,19-07-2022,$91.00,135,91.0,2022-07-19,91.0,135.0,0.004773743727535166,0.2835978835978836,-1.376544275553176,-0.23555464575441715,-0.8068015044942418,-1.13992607920011
Beverie Moffet,USA,Raspberry Choco,19-04-2022,"$14,798.00",83,14798.0,2022-04-19,14798.0,83.0,0.8405767080234839,0.17354497354497356,2.0511087251880658,-0.6744264633714238,1.9272444141929794,0.9734613628697633
Marney O'Breen,India,85% Dark Bars,19-07-2022,"$2,205.00",179,2205.0,2022-07-19,2205.0,179.0,0.12491296087050353,0.37671957671957673,-0.8838497461748539,0.13579843069074227,-0.7210001402861683,-0.5289521578543261
Jehu Rudeforth,Canada,Drinking Coco,15-07-2022,$441.00,24,441.0,2022-07-15,441.0,24.0,0.024664342592265028,0.04867724867724868,-1.2949723336031227,-1.1723771795137965,-0.08668786479718887,-1.7446795722822992
Ches Bonnell,New Zealand,Spicy Special Slims,14-02-2022,"$3,556.00",18,3556.0,2022-02-14,3556.0,18.0,0.20169067248836078,0.035978835978835985,-0.568982050247648,-1.223016235392682,0.4624720074438592,-1.2671341396509495
Brien Boise,Canada,99% Dark & Pure,18-05-2022,"$16,793.00",416,16793.0,2022-05-18,16793.0,416.0,0.9539531215524442,0.8783068783068784,2.51606879430337,2.1360411379067146,0.268720132876537,3.2895384798910374
Barr Faughny,Australia,Fruit & Nut Bars,30-06-2022,"$15,421.00",55,15421.0,2022-06-30,15421.0,55.0,0.8759819740027031,0.1142857142857143,2.196306781859161,-0.9107420574728888,2.197015303769492,0.9090315342677269
Andria Kimpton,Australia,50% Dark Bites,02-06-2022,"$4,438.00",227,4438.0,2022-06-02,4438.0,227.0,0.25181498162748,0.47830687830687835,-0.3634207565335136,0.5409108777218252,-0.6394590310234618,0.1255044682858831
Andria Kimpton,Australia,Drinking Coco,28-06-2022,"$1,603.00",48,1603.0,2022-06-28,1603.0,48.0,0.09070113082316818,0.09947089947089947,-1.0241534863289457,-0.969820955998255,-0.03841890063586861,-1.4099528496822278
Marney O'Breen,Australia,Organic Choco Syrup,16-05-2022,$273.00,174,273.0,2022-05-16,273.0,174.0,0.015116855137194693,0.36613756613756615,-1.3341268657391483,0.09359921745833778,-1.0095547951058599,-0.8771855123487521
Kelci Walkden,Canada,Baker's Choco Chips,26-05-2022,"$3,073.00",302,3073.0,2022-05-26,3073.0,302.0,0.17424164605503356,0.6370370370370372,-0.6815513301387216,1.1738990762078925,-1.3120015644830227,0.34814242994743516
Karlen McCaffrey,India,Almond Choco,06-07-2022,"$6,090.00",149,6090.0,2022-07-06,6090.0,149.0,0.34569860826900495,0.31322751322751324,0.021598809470738233,-0.11739684870368461,0.0982847724506209,-0.06773944316599247
Oby Sorrel,India,99% Dark & Pure,27-05-2022,"$10,255.00",11,10255.0,2022-05-27,10255.0,11.0,0.5823967347592903,0.021164021164021166,0.992304918676373,-1.2820951339180482,1.6082437003205532,-0.2049126263189131
Wilone O'Kielt,Australia,Caramel Stuffed Bars,14-04-2022,"$2,030.00",11,2030.0,2022-04-14,2030.0,11.0,0.11496766143813861,0.021164021164021166,-0.9246357171498806,-1.2820951339180482,0.25276197759574465,-1.5603943490436962
Van Tuxwell,Australia,Organic Choco Syrup,10-08-2022,"$19,453.00",14,19453.0,2022-08-10,17603.252500000002,14.0,1.0000000000000002,0.027513227513227514,2.704908422574472,-1.2567756059786055,2.80133364150833,1.0239845346736853
Camilla Castle,India,50% Dark Bites,04-07-2022,"$9,275.00",411,9275.0,2022-07-04,9275.0,411.0,0.5267030579380467,0.8677248677248678,0.7639034812162236,2.09384192467431,-0.9404084919298756,2.020731155409907
Oby Sorrel,India,Organic Choco Syrup,08-07-2022,"$6,181.00",56,6181.0,2022-07-08,6181.0,56.0,0.35087016397383475,0.11640211640211641,0.042807514377752105,-0.9023022148264079,0.6682934984856371,-0.6077545310811514
Jan Morforth,USA,Peanut Butter Cubes,22-07-2022,"$9,037.00",102,9037.0,2022-07-22,9037.0,102.0,0.5131774507100304,0.21375661375661376,0.7084345606901874,-0.5140694530882867,0.8644408781705325,0.1374368856113486
Gigi Bohling,USA,Choco Coated Almonds,02-03-2022,"$12,313.00",103,12313.0,2022-03-02,12313.0,103.0,0.6993534560839019,0.21587301587301588,1.4719479373426867,-0.5056296104418058,1.3983584943606846,0.6832902417364384
Gigi Bohling,UK,Almond Choco,10-01-2022,"$5,642.00",9,5642.0,2022-01-10,5642.0,9.0,0.3202386417221508,0.016931216931216932,-0.08281327622533005,-1.29897481921101,0.8599560740634596,-0.9770717324458886
Jehu Rudeforth,New Zealand,White Choc,11-03-2022,"$2,800.00",241,2800.0,2022-03-11,2800.0,241.0,0.15872697894054427,0.507936507936508,-0.7451774448597632,0.6590686747725578,-0.9929519536469108,-0.060888095248287206
Andria Kimpton,New Zealand,Peanut Butter Cubes,20-06-2022,$959.00,265,959.0,2022-06-20,959.0,265.0,0.05410242891206522,0.5587301587301589,-1.1742458595170437,0.8616248982880993,-1.4395780184634142,-0.22105640162603005
Van Tuxwell,UK,Organic Choco Syrup,26-08-2022,"$2,002.00",214,2002.0,2022-08-26,2002.0,214.0,0.11337641352896022,0.4507936507936508,-0.9311614725058849,0.4311929233175736,-0.9633300316660729,-0.35353115151104597
Roddy Speechley,Canada,Milk Bars,13-07-2022,$609.00,32,609.0,2022-07-13,609.0,32.0,0.03421183004733536,0.06560846560846562,-1.255817801467097,-1.1048584383419493,-0.10674438934941038,-1.6692501773549362
Camilla Castle,USA,Spicy Special Slims,11-02-2022,"$1,274.00",244,1274.0,2022-02-11,1274.0,244.0,0.0720039678903221,0.5142857142857143,-1.1008311117619958,0.6843882027120005,-1.2623406831697652,-0.2944696049662926
Marney O'Breen,USA,Orange Choco,27-01-2022,"$7,595.00",181,7595.0,2022-01-27,7595.0,181.0,0.43122818338734337,0.380952380952381,0.3723581598559676,0.15267811598370404,0.1553372487134391,0.3712567110151608
Van Tuxwell,UK,99% Dark & Pure,31-01-2022,"$4,725.00",137,4725.0,2022-01-31,4725.0,137.0,0.2681252726965585,0.2878306878306878,-0.2965317641344698,-0.21867496046145535,-0.05505307383870188,-0.36430616867468835
Camilla Castle,USA,White Choc,18-08-2022,"$9,681.00",24,9681.0,2022-08-18,9681.0,24.0,0.5497761526211333,0.04867724867724868,0.8585269338782856,-1.1723771795137965,1.4360660705191919,-0.22192563696594717
Andria Kimpton,USA,Raspberry Choco,30-06-2022,"$14,504.00",21,14504.0,2022-06-30,14504.0,21.0,0.8238686049771108,0.04232804232804233,1.9825882939500208,-1.1976967074532392,2.2488010905981186,0.5550021633081205
Dotty Strutley,Australia,Fruit & Nut Bars,23-08-2022,$280.00,311,280.0,2022-08-23,280.0,311.0,0.015514667114489292,0.6560846560846562,-1.3324954269001472,1.2498576600262206,-1.8259993791836493,-0.05843372533864957
Brien Boise,New Zealand,Mint Chip Choco,01-08-2022,$63.00,181,63.0,2022-08-01,63.0,181.0,0.0031824958183567778,0.380952380952381,-1.3830700309091803,0.15267811598370404,-1.085937928862641,-0.8700184665608959
Roddy Speechley,New Zealand,After Nines,25-05-2022,"$8,001.00",10,8001.0,2022-05-25,8001.0,10.0,0.45430127807043,0.01904761904761905,0.4669816125180295,-1.290534976564529,1.2427518981881223,-0.5823401683862852
Roddy Speechley,Canada,Organic Choco Syrup,10-01-2022,"$4,032.00",82,4032.0,2022-01-10,4032.0,82.0,0.2287418869443934,0.17142857142857143,-0.4580442091955754,-0.6828663060179047,0.15897322922363974,-0.8067455620344911
Dennison Crosswaite,Australia,70% Dark Bites,07-02-2022,"$5,859.00",108,5859.0,2022-02-07,5859.0,108.0,0.3325708130182833,0.22645502645502646,-0.032238672216296976,-0.4634303972094013,0.30489859273414543,-0.35049096021533993
Karlen McCaffrey,USA,Orange Choco,12-05-2022,"$11,095.00",401,11095.0,2022-05-12,11095.0,401.0,0.630134172034642,0.8465608465608466,1.188077579356501,2.009443498209501,-0.5807934110564545,2.2609888369338416
Madelene Upcott,Australia,Spicy Special Slims,07-03-2022,"$7,182.00",408,7182.0,2022-03-07,7182.0,408.0,0.40775727672696216,0.8613756613756615,0.2761032683549047,2.0685223967348674,-1.267431720405937,1.6579007071290084
Dennison Crosswaite,Australia,85% Dark Bars,05-04-2022,"$6,881.00",420,6881.0,2022-04-05,6881.0,420.0,0.39065136170329445,0.8867724867724869,0.2059513982778588,2.169800508492638,-1.3886510230600224,1.6799102836943016
Andria Kimpton,Canada,Caramel Stuffed Bars,03-01-2022,"$7,154.00",348,7154.0,2022-01-03,7154.0,348.0,0.40616602881778374,0.7343915343915345,0.2695775129989004,1.5621318379460136,-0.913973928222092,1.2952141032159665
Dennison Crosswaite,UK,Eclairs,24-03-2022,"$6,188.00",270,6188.0,2022-03-24,6188.0,270.0,0.35126797595112935,0.5693121693121694,0.04443895321675317,0.9038241115205038,-0.6076770730876505,0.6705232434244579
Madelene Upcott,India,Raspberry Choco,07-07-2022,"$4,221.00",9,4221.0,2022-07-07,4221.0,9.0,0.23948281033134752,0.016931216931216932,-0.41399536054254665,-1.29897481921101,0.6257749764352587,-1.2112528300740852
Van Tuxwell,USA,After Nines,26-07-2022,$630.00,264,630.0,2022-07-26,630.0,264.0,0.035405265979219155,0.5566137566137567,-1.2509234849500939,0.8531850556416184,-1.4878294174049325,-0.2812435405024955
Wilone O'Kielt,Australia,Organic Choco Syrup,07-07-2022,"$1,743.00",111,1743.0,2022-07-07,1743.0,111.0,0.09865737036906011,0.23280423280423282,-0.9915247095489244,-0.4381108692699586,-0.39132267926375525,-1.0109050124083836
Karlen McCaffrey,Canada,50% Dark Bites,15-07-2022,"$2,919.00",65,2919.0,2022-07-15,2919.0,65.0,0.16548978255455243,0.13544973544973546,-0.717442984596745,-0.8263436310080798,0.07700438555304276,-1.0916219845992026
Roddy Speechley,New Zealand,Orange Choco,01-04-2022,$49.00,97,49.0,2022-04-01,49.0,97.0,0.002386871863767583,0.20317460317460317,-1.3863329085871825,-0.5562686663206912,-0.5869440545271224,-1.373626746761019
Beverie Moffet,Australia,Eclairs,20-06-2022,"$1,827.00",6,1827.0,2022-06-20,1827.0,6.0,0.10343111409659528,0.010582010582010581,-0.9719474434809116,-1.3242943471504527,0.24914688491480025,-1.6236881413993807
Kelci Walkden,UK,Fruit & Nut Bars,29-06-2022,"$13,006.00",482,13006.0,2022-06-29,13006.0,473.5,0.738736841836067,1.0,1.6334603824037923,2.621332090079366,-0.6985307834397048,3.008592609834324
Marney O'Breen,USA,50% Dark Bites,15-06-2022,"$1,064.00",106,1064.0,2022-06-15,1064.0,106.0,0.060069608571484176,0.22222222222222224,-1.1497742769320278,-0.4803100825023631,-0.4733826716428163,-1.1526437044621831
Husein Augar,USA,After Nines,08-04-2022,"$11,571.00",180,11571.0,2022-04-08,11571.0,180.0,0.6571853864906746,0.37883597883597886,1.2990154204085735,0.14423827333722314,0.8165507514534163,1.0205344738201776
Dennison Crosswaite,Australia,Raspberry Choco,14-03-2022,"$5,740.00",31,5740.0,2022-03-14,5740.0,31.0,0.3258080094042751,0.0634920634920635,-0.059973132479315114,-1.1132982809884302,0.7448133553051144,-0.8296281726353755
Andria Kimpton,USA,Fruit & Nut Bars,15-07-2022,"$1,456.00",359,1456.0,2022-07-15,1456.0,359.0,0.08234707929998163,0.7576719576719577,-1.058413701947968,1.6549701070573035,-1.9186520913094074,0.4218290794130981
Kelci Walkden,India,Eclairs,19-04-2022,"$5,334.00",80,5334.0,2022-04-19,5334.0,80.0,0.30273491472118846,0.1671957671957672,-0.154596585141377,-0.6997459913108665,0.38547884186225956,-0.6041114292657715
Marney O'Breen,USA,99% Dark & Pure,28-03-2022,"$4,151.00",296,4151.0,2022-03-28,4151.0,296.0,0.23550469055840154,0.6243386243386244,-0.4303097489325573,1.123260020329007,-1.0985397188912676,0.4899898359294982
Brien Boise,Canada,Spicy Special Slims,04-03-2022,"$8,106.00",101,8106.0,2022-03-04,8106.0,101.0,0.460268457729849,0.21164021164021166,0.4914531951030455,-0.5225092957347676,0.7169797531402197,-0.021959979353909476
Karlen McCaffrey,New Zealand,70% Dark Bites,02-08-2022,$126.00,40,126.0,2022-08-02,126.0,40.0,0.006762803614008153,0.08253968253968255,-1.3683870813581707,-1.0373396971701023,-0.23408585025346765,-1.7011057187794072
Husein Augar,UK,Spicy Special Slims,25-08-2022,"$4,697.00",42,4697.0,2022-08-25,4697.0,42.0,0.26653402478738014,0.08677248677248678,-0.3030575194904741,-1.0204600118771405,0.5072801672067333,-0.9358682214493244
Marney O'Breen,USA,Almond Choco,25-02-2022,"$7,798.00",167,7798.0,2022-02-25,7798.0,167.0,0.44276473072888667,0.3513227513227513,0.4196698861869986,0.03452031893297151,0.2723418707763896,0.32116097398883703
Kelci Walkden,India,Orange Choco,07-06-2022,"$9,408.00",138,9408.0,2022-06-07,9408.0,138.0,0.5342614855066441,0.28994708994708995,0.794900819157244,-0.21023511781497445,0.7107384370473535,0.4134210821463005
Jan Morforth,India,Spicy Special Slims,12-04-2022,"$1,939.00",520,1939.0,2022-04-12,1939.0,473.5,0.10979610573330884,1.0,-0.9458444220568945,2.621332090079366,-2.5223747014209157,1.184748691853148
Ches Bonnell,India,Spicy Special Slims,06-07-2022,"$10,906.00",94,10906.0,2022-07-06,10906.0,94.0,0.6193932486476879,0.19682539682539682,1.1440287307034722,-0.5815881942601339,1.220195429372047,0.3977055173332723
Kelci Walkden,UK,Smooth Sliky Salty,19-01-2022,"$5,929.00",175,5929.0,2022-01-19,5929.0,175.0,0.3365489327912292,0.3682539682539683,-0.015924283826286308,0.10203906010481867,-0.08341268042512494,0.06089234226691323
Madelene Upcott,Australia,Fruit & Nut Bars,05-01-2022,"$5,579.00",92,5579.0,2022-01-05,5579.0,92.0,0.3166583339264994,0.1925925925925926,-0.09749622577633965,-0.5984678795530957,0.35424045356777856,-0.49212093834087584
Madelene Upcott,Canada,70% Dark Bites,24-01-2022,"$10,927.00",141,10927.0,2022-01-24,10927.0,141.0,0.6205866845795717,0.2962962962962963,1.1489230472204754,-0.18491558987553178,0.9431663452992153,0.681656210203002
Wilone O'Kielt,Australia,Drinking Coco,06-04-2022,$623.00,283,623.0,2022-04-06,623.0,283.0,0.03500745400192456,0.5968253968253969,-1.252554923789095,1.0135420659247554,-1.6023725482530873,-0.16900761258663607
Gunar Cockshoot,Australia,Fruit & Nut Bars,15-06-2022,"$6,013.00",21,6013.0,2022-06-15,6013.0,21.0,0.3413226765187644,0.04232804232804233,0.003652982241726496,-1.1976967074532392,0.8494825121596566,-0.8443164151303153
Gigi Bohling,Canada,Baker's Choco Chips,28-01-2022,"$1,505.00",47,1505.0,2022-01-28,1505.0,47.0,0.08513176314104381,0.09735449735449736,-1.0469936300749605,-0.9782607986447359,-0.048601451194477334,-1.4320711401757844
Kelci Walkden,India,Caramel Stuffed Bars,16-03-2022,$476.00,125,476.0,2022-03-16,476.0,125.0,0.026653402478738014,0.26243386243386246,-1.2868151394081175,-0.3199530722192261,-0.6836747241813194,-1.13615669823667
